freq make,freq address,freq all,freq 3d,freq our,freq over,freq remove,freq internet,freq order,freq mail,freq receive,freq will,freq people,freq report,freq addresses,freq free,freq business,freq email,freq you,freq credit,freq your,freq font,freq 000,freq money,freq hp,freq hpl,freq george,freq 650,freq lab,freq labs,freq telnet,freq 857,freq data,freq 415,freq 85,freq technology,freq 1999,freq parts,freq pm,freq direct,freq cs,freq meeting,freq original,freq project,freq re,freq edu,freq table,freq conference,freq semicolon,freq open parens,freq open square bracket,freq exclamation,freq dollar,freq pound,cap run length average,cap run length longest,cap run length total,IsSpam
Low,Med,Low,Zero,High,Med,Zero,Med,Zero,Zero,Med,Med,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,High,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Low,Zero,B,D,D,1
High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,High,High,Zero,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,D,D,C,1
Zero,Med,Med,Zero,High,Zero,Med,Zero,Zero,Med,High,Zero,Zero,Zero,Zero,Med,Zero,Zero,Low,Med,Med,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Med,High,Zero,F,D,D,1
Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,A,A,A,1
Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Med,Med,Med,Med,Med,Zero,High,Med,Zero,High,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,High,High,High,D,F,D,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Med,Zero,F,F,D,1
Zero,Zero,Zero,Zero,High,Zero,High,High,High,High,High,Med,Zero,Zero,Zero,Zero,High,Zero,Med,High,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,F,F,D,1
Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Med,Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,High,Zero,Zero,D,F,D,1
Zero,Med,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Med,Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Low,Zero,High,Zero,Zero,D,F,D,1
Zero,Med,Med,Zero,Med,Med,Med,Zero,Zero,Zero,High,Low,Zero,Zero,Zero,Med,Zero,Med,Med,Zero,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Med,Med,Zero,C,C,C,1
Zero,Zero,Med,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Med,High,Zero,Med,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Low,Zero,Med,Med,Zero,F,F,D,1
Zero,High,High,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Low,Zero,Med,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,F,F,D,1
Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Med,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Med,Med,Zero,C,C,C,1
High,Low,Med,Zero,Low,Low,Zero,Med,High,Med,Med,High,Med,Med,Zero,Med,Med,Low,Med,Med,Med,Zero,Med,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Low,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Low,Med,Med,Med,Med,D,D,F,1
Zero,Med,Low,Zero,High,Med,Med,Zero,Zero,Med,Med,Zero,Med,Zero,Zero,Med,Low,Zero,Med,Zero,Low,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Low,Zero,Zero,B,C,D,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,B,A,A,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,D,D,C,1
Zero,Zero,Low,Zero,Zero,Zero,Med,Zero,Zero,Med,Zero,Low,Zero,Med,Zero,Low,High,Zero,Med,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Med,Zero,Low,F,F,F,1
Zero,High,Med,Zero,Zero,Zero,Zero,High,Zero,Zero,High,Zero,Zero,Zero,Zero,High,Zero,Med,Med,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Med,Zero,Zero,B,B,B,1
Zero,Zero,High,Zero,High,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Med,Zero,Med,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,High,Zero,Zero,D,B,B,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,High,Zero,Zero,F,D,C,1
Zero,Med,Med,Zero,High,Zero,Med,High,Zero,Med,High,Zero,Zero,Zero,Zero,High,Zero,Zero,Low,Med,Med,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Med,Med,Zero,F,F,D,1
Zero,Zero,Med,Zero,High,High,Zero,Zero,Zero,Zero,Zero,Low,Med,Zero,Zero,Med,Zero,Med,Med,Zero,High,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Low,Low,Zero,B,C,D,1
Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,High,High,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,Med,Zero,Zero,D,D,C,1
Low,Low,Med,Zero,Med,Zero,Zero,Zero,Med,Low,Zero,Low,Low,Zero,Zero,Low,Zero,Zero,Low,Low,Med,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Low,Zero,Zero,Zero,Low,Med,Zero,Low,Med,Low,D,F,F,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,D,D,B,1
Zero,Med,High,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Med,Med,Zero,Zero,Med,High,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,High,High,Zero,F,F,D,1
Med,Med,Med,Zero,Low,Low,Low,Med,Med,Med,Med,Med,Med,High,Zero,Low,Med,Zero,High,Zero,Med,Zero,High,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,Low,Zero,Med,High,Med,F,F,F,1
High,Med,Low,Zero,Low,Low,Low,Low,Med,Med,Med,Med,Med,High,Low,Low,Med,Low,High,Zero,Med,Zero,Med,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Med,High,Med,F,F,F,1
High,Med,Low,Zero,Low,Low,Low,Low,Med,Med,Med,Med,Med,High,Low,Low,Med,Low,High,Zero,Med,Zero,Med,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Med,High,Med,F,F,F,1
Med,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,High,Zero,Zero,High,Zero,Med,Med,Med,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Low,High,Zero,D,C,C,1
Zero,Zero,Med,Zero,Zero,Zero,Med,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,High,Med,Zero,Zero,Med,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,D,D,C,1
Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Med,Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,High,Zero,Zero,D,F,D,1
Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Med,Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,High,Zero,Zero,D,F,D,1
Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,High,High,Med,Zero,Zero,F,C,D,1
High,Med,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Med,Zero,Med,High,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Low,Zero,Med,High,Zero,D,C,C,1
Zero,Zero,Zero,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,A,A,B,1
Zero,Zero,Med,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Med,High,High,Zero,Zero,F,F,D,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,High,Zero,High,Zero,Zero,F,D,B,1
Zero,Zero,Med,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Med,High,High,Zero,Zero,F,F,D,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,High,Zero,High,Zero,Zero,F,D,B,1
Zero,Zero,Med,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Med,High,High,Zero,Zero,F,F,D,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,High,Zero,High,Zero,Zero,F,D,B,1
Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Med,High,Med,Zero,Zero,F,D,D,1
Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,High,Zero,High,Zero,Zero,F,D,B,1
Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,F,F,C,1
Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,A,B,B,1
Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,D,D,B,1
Zero,Zero,Med,Zero,Med,Zero,Med,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Med,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Med,D,F,D,1
Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Low,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,Zero,Zero,Zero,A,B,C,1
Low,High,Med,Zero,Med,Zero,Low,Med,Med,High,High,Med,Low,Zero,Zero,Low,Low,Zero,Med,Med,Med,Zero,High,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Low,High,High,Zero,Med,Zero,D,D,F,1
Zero,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,Med,Zero,Zero,B,C,D,1
Low,Med,Med,Zero,Low,Low,Zero,Low,Low,Zero,Zero,Low,Med,Zero,Low,Zero,Zero,Med,Med,Med,Med,Zero,Low,Low,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Low,Zero,Low,Med,Zero,C,F,F,1
Low,Med,Med,Zero,Low,Low,Zero,Low,Low,Zero,Zero,Low,Med,Zero,Low,Zero,Zero,Med,Med,Med,Med,Zero,Low,Low,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Low,Zero,Low,Med,Zero,C,F,F,1
Zero,Zero,Zero,Zero,High,Zero,High,High,High,High,High,Med,Zero,Zero,Zero,Zero,High,Zero,Med,High,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,F,F,D,1
Zero,Med,Med,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Med,Med,Zero,Zero,Med,High,Zero,High,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,High,High,Zero,F,F,D,1
Low,Med,Med,Zero,Low,Low,Zero,Low,Low,Zero,Zero,Low,Med,Zero,Low,Zero,Zero,Med,Med,Med,Med,Zero,Low,Low,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Low,Zero,Low,Med,Zero,C,F,F,1
Low,Med,Med,Zero,Low,Low,Zero,Low,Low,Zero,Zero,Low,Med,Zero,Low,Zero,Zero,Med,Med,Med,Med,Zero,Low,Low,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Low,Zero,Zero,Zero,Zero,Low,Zero,Low,Med,Zero,C,F,F,1
Med,Med,Med,Zero,Low,Low,Zero,Med,Med,Med,Med,Med,High,High,Low,Low,Med,Zero,Med,Zero,Med,Zero,Med,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Low,Low,Zero,Med,High,Med,F,F,F,1
Zero,Med,Med,Zero,Med,Zero,Low,Zero,Zero,Med,Low,Zero,Low,Zero,Med,Low,Zero,Med,Low,Low,Low,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Low,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Low,Med,F,F,F,1
Zero,Zero,Zero,Zero,Med,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Low,Zero,Low,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Low,High,Zero,C,D,D,1
Med,Zero,Med,Zero,Med,Low,Med,High,Low,Med,Med,High,Zero,Zero,Zero,Zero,High,Med,Med,High,High,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,High,Low,Zero,F,F,F,1
Med,Zero,Med,Zero,High,Zero,Zero,Zero,Zero,Zero,High,Med,Zero,Zero,Zero,Zero,Zero,Zero,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,Low,Med,Zero,D,D,D,1
Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Med,High,Zero,Med,Zero,Zero,Med,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Med,Zero,Zero,F,D,D,1
Zero,Zero,Zero,Zero,High,Zero,Med,High,Zero,Med,Zero,Med,Zero,Zero,Zero,Zero,High,Med,High,Zero,High,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,High,Med,Zero,B,C,C,1
